TOP.5fe6a037.000b1094	START
TOP.5fe7b4f1.0009694c	user_options->veracrypt_pim_stop	485
TOP.5fe7b4f1.0009694c	user_options->version	0
TOP.5fe7b4f1.0009694c	user_options->workload_profile	2
TOP.5fe7b4f1.0009694c	user_options->brain_client	0
TOP.5fe7b4f1.0009694c	user_options->brain_client_features	2
TOP.5fe7b4f1.0009694c	user_options->brain_server	0
TOP.5fe7b4f1.0009694c	user_options->brain_server_timer	300
TOP.5fe7b4f1.0009694c	user_options->brain_port	6863
TOP.5fe7b4f1.0009694c	user_options->brain_session	0
TOP.5fe7b4f1.0009694c	hashes->hashlist_mode	2
TOP.5fe7b4f1.0009694c	hashes->hashlist_format	0
TOP.5fe7b4f1.0009694c	hashes->hashes_cnt	0
TOP.5fe7b4f1.0009694c	hashes->digests_cnt	1
TOP.5fe7b4f1.0009694c	hashes->digests_done	0
TOP.5fe7b4f1.0009694c	hashes->salts_cnt	1
TOP.5fe7b4f1.0009694c	hashes->salts_done	0
TOP.5fe7b4f1.0009694c	SUB.5fe7b4f1.000d08d1	START
TOP.5fe7b4f1.0009694c	SUB.5fe7b4f1.000d08d1	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7b4f1.0009694c	SUB.5fe7b4f1.000d08d1	runtime_start	1609020658
TOP.5fe7b4f1.0009694c	SUB.5fe7b4f1.000d08d1	runtime_stop	1609020658
TOP.5fe7b4f1.0009694c	SUB.5fe7b4f1.000d08d1	status-after-work	5
TOP.5fe7b4f1.0009694c	SUB.5fe7b4f1.000d08d1	STOP
TOP.5fe7b4f1.0009694c	proc_start	1609020657
TOP.5fe7b4f1.0009694c	proc_stop	1609020659
TOP.5fe7b4f1.0009694c	STOP
TOP.5fe7b513.000e705b	START
TOP.5fe7b513.000e705b	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7b513.000e705b	folder_config->install_dir	.
TOP.5fe7b513.000e705b	folder_config->profile_dir	.
TOP.5fe7b513.000e705b	folder_config->session_dir	.
TOP.5fe7b513.000e705b	folder_config->shared_dir	.
TOP.5fe7b513.000e705b	user_options->separator	:
TOP.5fe7b513.000e705b	user_options->encoding_from	utf-8
TOP.5fe7b513.000e705b	user_options->encoding_to	utf-8
TOP.5fe7b513.000e705b	user_options->rule_buf_l	:
TOP.5fe7b513.000e705b	user_options->rule_buf_r	:
TOP.5fe7b513.000e705b	user_options->session	hashcat
TOP.5fe7b513.000e705b	user_options->limit	0
TOP.5fe7b513.000e705b	user_options->skip	0
TOP.5fe7b513.000e705b	user_options->attack_mode	0
TOP.5fe7b513.000e705b	user_options->benchmark	0
TOP.5fe7b513.000e705b	user_options->benchmark_all	0
TOP.5fe7b513.000e705b	user_options->bitmap_max	18
TOP.5fe7b513.000e705b	user_options->bitmap_min	16
TOP.5fe7b513.000e705b	user_options->debug_mode	0
TOP.5fe7b513.000e705b	user_options->example_hashes	0
TOP.5fe7b513.000e705b	user_options->force	0
TOP.5fe7b513.000e705b	user_options->hwmon_disable	0
TOP.5fe7b513.000e705b	user_options->hwmon_temp_abort	90
TOP.5fe7b513.000e705b	user_options->hash_mode	0
TOP.5fe7b513.000e705b	user_options->hex_charset	0
TOP.5fe7b513.000e705b	user_options->hex_salt	0
TOP.5fe7b513.000e705b	user_options->hex_wordlist	0
TOP.5fe7b513.000e705b	user_options->hook_threads	32
TOP.5fe7b513.000e705b	user_options->increment	0
TOP.5fe7b513.000e705b	user_options->increment_max	256
TOP.5fe7b513.000e705b	user_options->increment_min	1
TOP.5fe7b513.000e705b	user_options->keep_guessing	0
TOP.5fe7b513.000e705b	user_options->kernel_accel	0
TOP.5fe7b513.000e705b	user_options->kernel_loops	0
TOP.5fe7b513.000e705b	user_options->kernel_threads	0
TOP.5fe7b513.000e705b	user_options->keyspace	0
TOP.5fe7b513.000e705b	user_options->left	0
TOP.5fe7b513.000e705b	user_options->logfile_disable	0
TOP.5fe7b513.000e705b	user_options->loopback	0
TOP.5fe7b513.000e705b	user_options->machine_readable	0
TOP.5fe7b513.000e705b	user_options->markov_classic	0
TOP.5fe7b513.000e705b	user_options->markov_disable	0
TOP.5fe7b513.000e705b	user_options->markov_threshold	256
TOP.5fe7b513.000e705b	user_options->backend_info	0
TOP.5fe7b513.000e705b	user_options->backend_vector_width	0
TOP.5fe7b513.000e705b	user_options->optimized_kernel_enable	0
TOP.5fe7b513.000e705b	user_options->outfile_autohex	1
TOP.5fe7b513.000e705b	user_options->outfile_check_timer	5
TOP.5fe7b513.000e705b	user_options->outfile_format	3
TOP.5fe7b513.000e705b	user_options->wordlist_autohex_disable	0
TOP.5fe7b513.000e705b	user_options->potfile_disable	0
TOP.5fe7b513.000e705b	user_options->progress_only	0
TOP.5fe7b513.000e705b	user_options->quiet	0
TOP.5fe7b513.000e705b	user_options->remove	0
TOP.5fe7b513.000e705b	user_options->remove_timer	60
TOP.5fe7b513.000e705b	user_options->restore	0
TOP.5fe7b513.000e705b	user_options->restore_disable	0
TOP.5fe7b513.000e705b	user_options->restore_timer	60
TOP.5fe7b513.000e705b	user_options->rp_files_cnt	0
TOP.5fe7b513.000e705b	user_options->rp_gen	0
TOP.5fe7b513.000e705b	user_options->rp_gen_func_max	4
TOP.5fe7b513.000e705b	user_options->rp_gen_func_min	1
TOP.5fe7b513.000e705b	user_options->rp_gen_seed	0
TOP.5fe7b513.000e705b	user_options->runtime	0
TOP.5fe7b513.000e705b	user_options->scrypt_tmto	0
TOP.5fe7b513.000e705b	user_options->segment_size	33554432
TOP.5fe7b513.000e705b	user_options->self_test_disable	0
TOP.5fe7b513.000e705b	user_options->slow_candidates	0
TOP.5fe7b513.000e705b	user_options->show	0
TOP.5fe7b513.000e705b	user_options->speed_only	0
TOP.5fe7b513.000e705b	user_options->spin_damp	0
TOP.5fe7b513.000e705b	user_options->status	0
TOP.5fe7b513.000e705b	user_options->status_json	0
TOP.5fe7b513.000e705b	user_options->status_timer	10
TOP.5fe7b513.000e705b	user_options->stdout_flag	0
TOP.5fe7b513.000e705b	user_options->usage	0
TOP.5fe7b513.000e705b	user_options->username	0
TOP.5fe7b513.000e705b	user_options->veracrypt_pim_start	485
TOP.5fe7b513.000e705b	user_options->veracrypt_pim_stop	485
TOP.5fe7b513.000e705b	user_options->version	0
TOP.5fe7b513.000e705b	user_options->workload_profile	2
TOP.5fe7b513.000e705b	user_options->brain_client	0
TOP.5fe7b513.000e705b	user_options->brain_client_features	2
TOP.5fe7b513.000e705b	user_options->brain_server	0
TOP.5fe7b513.000e705b	user_options->brain_server_timer	300
TOP.5fe7b513.000e705b	user_options->brain_port	6863
TOP.5fe7b513.000e705b	user_options->brain_session	0
TOP.5fe7b513.000e705b	hashes->hashlist_mode	2
TOP.5fe7b513.000e705b	hashes->hashlist_format	0
TOP.5fe7b513.000e705b	hashes->hashes_cnt	0
TOP.5fe7b513.000e705b	hashes->digests_cnt	1
TOP.5fe7b513.000e705b	hashes->digests_done	0
TOP.5fe7b513.000e705b	hashes->salts_cnt	1
TOP.5fe7b513.000e705b	hashes->salts_done	0
TOP.5fe7b513.000e705b	SUB.5fe7b514.00028cbd	START
TOP.5fe7b513.000e705b	SUB.5fe7b514.00028cbd	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7b513.000e705b	SUB.5fe7b514.00028cbd	runtime_start	1609020692
TOP.5fe7b513.000e705b	SUB.5fe7b514.00028cbd	runtime_stop	1609020692
TOP.5fe7b513.000e705b	SUB.5fe7b514.00028cbd	status-after-work	5
TOP.5fe7b513.000e705b	SUB.5fe7b514.00028cbd	STOP
TOP.5fe7b513.000e705b	proc_start	1609020691
TOP.5fe7b513.000e705b	proc_stop	1609020693
TOP.5fe7b513.000e705b	STOP
TOP.5fe7b525.000c820d	START
TOP.5fe7b525.000c820d	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7b525.000c820d	folder_config->install_dir	.
TOP.5fe7b525.000c820d	folder_config->profile_dir	.
TOP.5fe7b525.000c820d	folder_config->session_dir	.
TOP.5fe7b525.000c820d	folder_config->shared_dir	.
TOP.5fe7b525.000c820d	user_options->separator	:
TOP.5fe7b525.000c820d	user_options->encoding_from	utf-8
TOP.5fe7b525.000c820d	user_options->encoding_to	utf-8
TOP.5fe7b525.000c820d	user_options->rule_buf_l	:
TOP.5fe7b525.000c820d	user_options->rule_buf_r	:
TOP.5fe7b525.000c820d	user_options->session	hashcat
TOP.5fe7b525.000c820d	user_options->limit	0
TOP.5fe7b525.000c820d	user_options->skip	0
TOP.5fe7b525.000c820d	user_options->attack_mode	0
TOP.5fe7b525.000c820d	user_options->benchmark	0
TOP.5fe7b525.000c820d	user_options->benchmark_all	0
TOP.5fe7b525.000c820d	user_options->bitmap_max	18
TOP.5fe7b525.000c820d	user_options->bitmap_min	16
TOP.5fe7b525.000c820d	user_options->debug_mode	0
TOP.5fe7b525.000c820d	user_options->example_hashes	0
TOP.5fe7b525.000c820d	user_options->force	0
TOP.5fe7b525.000c820d	user_options->hwmon_disable	0
TOP.5fe7b525.000c820d	user_options->hwmon_temp_abort	90
TOP.5fe7b525.000c820d	user_options->hash_mode	0
TOP.5fe7b525.000c820d	user_options->hex_charset	0
TOP.5fe7b525.000c820d	user_options->hex_salt	0
TOP.5fe7b525.000c820d	user_options->hex_wordlist	0
TOP.5fe7b525.000c820d	user_options->hook_threads	32
TOP.5fe7b525.000c820d	user_options->increment	0
TOP.5fe7b525.000c820d	user_options->increment_max	256
TOP.5fe7b525.000c820d	user_options->increment_min	1
TOP.5fe7b525.000c820d	user_options->keep_guessing	0
TOP.5fe7b525.000c820d	user_options->kernel_accel	0
TOP.5fe7b525.000c820d	user_options->kernel_loops	0
TOP.5fe7b525.000c820d	user_options->kernel_threads	0
TOP.5fe7b525.000c820d	user_options->keyspace	0
TOP.5fe7b525.000c820d	user_options->left	0
TOP.5fe7b525.000c820d	user_options->logfile_disable	0
TOP.5fe7b525.000c820d	user_options->loopback	0
TOP.5fe7b525.000c820d	user_options->machine_readable	0
TOP.5fe7b525.000c820d	user_options->markov_classic	0
TOP.5fe7b525.000c820d	user_options->markov_disable	0
TOP.5fe7b525.000c820d	user_options->markov_threshold	256
TOP.5fe7b525.000c820d	user_options->backend_info	0
TOP.5fe7b525.000c820d	user_options->backend_vector_width	0
TOP.5fe7b525.000c820d	user_options->optimized_kernel_enable	0
TOP.5fe7b525.000c820d	user_options->outfile_autohex	1
TOP.5fe7b525.000c820d	user_options->outfile_check_timer	5
TOP.5fe7b525.000c820d	user_options->outfile_format	3
TOP.5fe7b525.000c820d	user_options->wordlist_autohex_disable	0
TOP.5fe7b525.000c820d	user_options->potfile_disable	0
TOP.5fe7b525.000c820d	user_options->progress_only	0
TOP.5fe7b525.000c820d	user_options->quiet	0
TOP.5fe7b525.000c820d	user_options->remove	0
TOP.5fe7b525.000c820d	user_options->remove_timer	60
TOP.5fe7b525.000c820d	user_options->restore	0
TOP.5fe7b525.000c820d	user_options->restore_disable	0
TOP.5fe7b525.000c820d	user_options->restore_timer	60
TOP.5fe7b525.000c820d	user_options->rp_files_cnt	0
TOP.5fe7b525.000c820d	user_options->rp_gen	0
TOP.5fe7b525.000c820d	user_options->rp_gen_func_max	4
TOP.5fe7b525.000c820d	user_options->rp_gen_func_min	1
TOP.5fe7b525.000c820d	user_options->rp_gen_seed	0
TOP.5fe7b525.000c820d	user_options->runtime	0
TOP.5fe7b525.000c820d	user_options->scrypt_tmto	0
TOP.5fe7b525.000c820d	user_options->segment_size	33554432
TOP.5fe7b525.000c820d	user_options->self_test_disable	0
TOP.5fe7b525.000c820d	user_options->slow_candidates	0
TOP.5fe7b525.000c820d	user_options->show	0
TOP.5fe7b525.000c820d	user_options->speed_only	0
TOP.5fe7b525.000c820d	user_options->spin_damp	0
TOP.5fe7b525.000c820d	user_options->status	0
TOP.5fe7b525.000c820d	user_options->status_json	0
TOP.5fe7b525.000c820d	user_options->status_timer	10
TOP.5fe7b525.000c820d	user_options->stdout_flag	0
TOP.5fe7b525.000c820d	user_options->usage	0
TOP.5fe7b525.000c820d	user_options->username	0
TOP.5fe7b525.000c820d	user_options->veracrypt_pim_start	485
TOP.5fe7b525.000c820d	user_options->veracrypt_pim_stop	485
TOP.5fe7b525.000c820d	user_options->version	0
TOP.5fe7b525.000c820d	user_options->workload_profile	2
TOP.5fe7b525.000c820d	user_options->brain_client	0
TOP.5fe7b525.000c820d	user_options->brain_client_features	2
TOP.5fe7b525.000c820d	user_options->brain_server	0
TOP.5fe7b525.000c820d	user_options->brain_server_timer	300
TOP.5fe7b525.000c820d	user_options->brain_port	6863
TOP.5fe7b525.000c820d	user_options->brain_session	0
TOP.5fe7b525.000c820d	hashes->hashlist_mode	2
TOP.5fe7b525.000c820d	hashes->hashlist_format	0
TOP.5fe7b525.000c820d	hashes->hashes_cnt	0
TOP.5fe7b525.000c820d	hashes->digests_cnt	1
TOP.5fe7b525.000c820d	hashes->digests_done	0
TOP.5fe7b525.000c820d	hashes->salts_cnt	1
TOP.5fe7b525.000c820d	hashes->salts_done	0
TOP.5fe7b525.000c820d	SUB.5fe7b526.00007843	START
TOP.5fe7b525.000c820d	SUB.5fe7b526.00007843	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7b525.000c820d	SUB.5fe7b526.00007843	runtime_start	1609020710
TOP.5fe7b525.000c820d	SUB.5fe7b526.00007843	runtime_stop	1609020710
TOP.5fe7b525.000c820d	SUB.5fe7b526.00007843	status-after-work	5
TOP.5fe7b525.000c820d	SUB.5fe7b526.00007843	STOP
TOP.5fe7b525.000c820d	proc_start	1609020709
TOP.5fe7b525.000c820d	proc_stop	1609020711
TOP.5fe7b525.000c820d	STOP
TOP.5fe7b538.0001d23c	START
TOP.5fe7b538.0001d23c	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7b538.0001d23c	folder_config->install_dir	.
TOP.5fe7b538.0001d23c	folder_config->profile_dir	.
TOP.5fe7b538.0001d23c	folder_config->session_dir	.
TOP.5fe7b538.0001d23c	folder_config->shared_dir	.
TOP.5fe7b538.0001d23c	user_options->separator	:
TOP.5fe7b538.0001d23c	user_options->encoding_from	utf-8
TOP.5fe7b538.0001d23c	user_options->encoding_to	utf-8
TOP.5fe7b538.0001d23c	user_options->rule_buf_l	:
TOP.5fe7b538.0001d23c	user_options->rule_buf_r	:
TOP.5fe7b538.0001d23c	user_options->session	hashcat
TOP.5fe7b538.0001d23c	user_options->limit	0
TOP.5fe7b538.0001d23c	user_options->skip	0
TOP.5fe7b538.0001d23c	user_options->attack_mode	0
TOP.5fe7b538.0001d23c	user_options->benchmark	0
TOP.5fe7b538.0001d23c	user_options->benchmark_all	0
TOP.5fe7b538.0001d23c	user_options->bitmap_max	18
TOP.5fe7b538.0001d23c	user_options->bitmap_min	16
TOP.5fe7b538.0001d23c	user_options->debug_mode	0
TOP.5fe7b538.0001d23c	user_options->example_hashes	0
TOP.5fe7b538.0001d23c	user_options->force	0
TOP.5fe7b538.0001d23c	user_options->hwmon_disable	0
TOP.5fe7b538.0001d23c	user_options->hwmon_temp_abort	90
TOP.5fe7b538.0001d23c	user_options->hash_mode	0
TOP.5fe7b538.0001d23c	user_options->hex_charset	0
TOP.5fe7b538.0001d23c	user_options->hex_salt	0
TOP.5fe7b538.0001d23c	user_options->hex_wordlist	0
TOP.5fe7b538.0001d23c	user_options->hook_threads	32
TOP.5fe7b538.0001d23c	user_options->increment	0
TOP.5fe7b538.0001d23c	user_options->increment_max	256
TOP.5fe7b538.0001d23c	user_options->increment_min	1
TOP.5fe7b538.0001d23c	user_options->keep_guessing	0
TOP.5fe7b538.0001d23c	user_options->kernel_accel	0
TOP.5fe7b538.0001d23c	user_options->kernel_loops	0
TOP.5fe7b538.0001d23c	user_options->kernel_threads	0
TOP.5fe7b538.0001d23c	user_options->keyspace	0
TOP.5fe7b538.0001d23c	user_options->left	0
TOP.5fe7b538.0001d23c	user_options->logfile_disable	0
TOP.5fe7b538.0001d23c	user_options->loopback	0
TOP.5fe7b538.0001d23c	user_options->machine_readable	0
TOP.5fe7b538.0001d23c	user_options->markov_classic	0
TOP.5fe7b538.0001d23c	user_options->markov_disable	0
TOP.5fe7b538.0001d23c	user_options->markov_threshold	256
TOP.5fe7b538.0001d23c	user_options->backend_info	0
TOP.5fe7b538.0001d23c	user_options->backend_vector_width	0
TOP.5fe7b538.0001d23c	user_options->optimized_kernel_enable	0
TOP.5fe7b538.0001d23c	user_options->outfile_autohex	1
TOP.5fe7b538.0001d23c	user_options->outfile_check_timer	5
TOP.5fe7b538.0001d23c	user_options->outfile_format	3
TOP.5fe7b538.0001d23c	user_options->wordlist_autohex_disable	0
TOP.5fe7b538.0001d23c	user_options->potfile_disable	0
TOP.5fe7b538.0001d23c	user_options->progress_only	0
TOP.5fe7b538.0001d23c	user_options->quiet	0
TOP.5fe7b538.0001d23c	user_options->remove	0
TOP.5fe7b538.0001d23c	user_options->remove_timer	60
TOP.5fe7b538.0001d23c	user_options->restore	0
TOP.5fe7b538.0001d23c	user_options->restore_disable	0
TOP.5fe7b538.0001d23c	user_options->restore_timer	60
TOP.5fe7b538.0001d23c	user_options->rp_files_cnt	0
TOP.5fe7b538.0001d23c	user_options->rp_gen	0
TOP.5fe7b538.0001d23c	user_options->rp_gen_func_max	4
TOP.5fe7b538.0001d23c	user_options->rp_gen_func_min	1
TOP.5fe7b538.0001d23c	user_options->rp_gen_seed	0
TOP.5fe7b538.0001d23c	user_options->runtime	0
TOP.5fe7b538.0001d23c	user_options->scrypt_tmto	0
TOP.5fe7b538.0001d23c	user_options->segment_size	33554432
TOP.5fe7b538.0001d23c	user_options->self_test_disable	0
TOP.5fe7b538.0001d23c	user_options->slow_candidates	0
TOP.5fe7b538.0001d23c	user_options->show	0
TOP.5fe7b538.0001d23c	user_options->speed_only	0
TOP.5fe7b538.0001d23c	user_options->spin_damp	0
TOP.5fe7b538.0001d23c	user_options->status	0
TOP.5fe7b538.0001d23c	user_options->status_json	0
TOP.5fe7b538.0001d23c	user_options->status_timer	10
TOP.5fe7b538.0001d23c	user_options->stdout_flag	0
TOP.5fe7b538.0001d23c	user_options->usage	0
TOP.5fe7b538.0001d23c	user_options->username	0
TOP.5fe7b538.0001d23c	user_options->veracrypt_pim_start	485
TOP.5fe7b538.0001d23c	user_options->veracrypt_pim_stop	485
TOP.5fe7b538.0001d23c	user_options->version	0
TOP.5fe7b538.0001d23c	user_options->workload_profile	2
TOP.5fe7b538.0001d23c	user_options->brain_client	0
TOP.5fe7b538.0001d23c	user_options->brain_client_features	2
TOP.5fe7b538.0001d23c	user_options->brain_server	0
TOP.5fe7b538.0001d23c	user_options->brain_server_timer	300
TOP.5fe7b538.0001d23c	user_options->brain_port	6863
TOP.5fe7b538.0001d23c	user_options->brain_session	0
TOP.5fe7b538.0001d23c	hashes->hashlist_mode	2
TOP.5fe7b538.0001d23c	hashes->hashlist_format	0
TOP.5fe7b538.0001d23c	hashes->hashes_cnt	0
TOP.5fe7b538.0001d23c	hashes->digests_cnt	1
TOP.5fe7b538.0001d23c	hashes->digests_done	0
TOP.5fe7b538.0001d23c	hashes->salts_cnt	1
TOP.5fe7b538.0001d23c	hashes->salts_done	0
TOP.5fe7b538.0001d23c	SUB.5fe7b538.000519f7	START
TOP.5fe7b538.0001d23c	SUB.5fe7b538.000519f7	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7b538.0001d23c	SUB.5fe7b538.000519f7	runtime_start	1609020728
TOP.5fe7b538.0001d23c	SUB.5fe7b538.000519f7	runtime_stop	1609020728
TOP.5fe7b538.0001d23c	SUB.5fe7b538.000519f7	status-after-work	5
TOP.5fe7b538.0001d23c	SUB.5fe7b538.000519f7	STOP
TOP.5fe7b538.0001d23c	proc_start	1609020728
TOP.5fe7b538.0001d23c	proc_stop	1609020729
TOP.5fe7b538.0001d23c	STOP
TOP.5fe7b54a.00011cb7	START
TOP.5fe7b54a.00011cb7	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7b54a.00011cb7	folder_config->install_dir	.
TOP.5fe7b54a.00011cb7	folder_config->profile_dir	.
TOP.5fe7b54a.00011cb7	folder_config->session_dir	.
TOP.5fe7b54a.00011cb7	folder_config->shared_dir	.
TOP.5fe7b54a.00011cb7	user_options->separator	:
TOP.5fe7b54a.00011cb7	user_options->encoding_from	utf-8
TOP.5fe7b54a.00011cb7	user_options->encoding_to	utf-8
TOP.5fe7b54a.00011cb7	user_options->rule_buf_l	:
TOP.5fe7b54a.00011cb7	user_options->rule_buf_r	:
TOP.5fe7b54a.00011cb7	user_options->session	hashcat
TOP.5fe7b54a.00011cb7	user_options->limit	0
TOP.5fe7b54a.00011cb7	user_options->skip	0
TOP.5fe7b54a.00011cb7	user_options->attack_mode	0
TOP.5fe7b54a.00011cb7	user_options->benchmark	0
TOP.5fe7b54a.00011cb7	user_options->benchmark_all	0
TOP.5fe7b54a.00011cb7	user_options->bitmap_max	18
TOP.5fe7b54a.00011cb7	user_options->bitmap_min	16
TOP.5fe7b54a.00011cb7	user_options->debug_mode	0
TOP.5fe7b54a.00011cb7	user_options->example_hashes	0
TOP.5fe7b54a.00011cb7	user_options->force	0
TOP.5fe7b54a.00011cb7	user_options->hwmon_disable	0
TOP.5fe7b54a.00011cb7	user_options->hwmon_temp_abort	90
TOP.5fe7b54a.00011cb7	user_options->hash_mode	0
TOP.5fe7b54a.00011cb7	user_options->hex_charset	0
TOP.5fe7b54a.00011cb7	user_options->hex_salt	0
TOP.5fe7b54a.00011cb7	user_options->hex_wordlist	0
TOP.5fe7b54a.00011cb7	user_options->hook_threads	32
TOP.5fe7b54a.00011cb7	user_options->increment	0
TOP.5fe7b54a.00011cb7	user_options->increment_max	256
TOP.5fe7b54a.00011cb7	user_options->increment_min	1
TOP.5fe7b54a.00011cb7	user_options->keep_guessing	0
TOP.5fe7b54a.00011cb7	user_options->kernel_accel	0
TOP.5fe7b54a.00011cb7	user_options->kernel_loops	0
TOP.5fe7b54a.00011cb7	user_options->kernel_threads	0
TOP.5fe7b54a.00011cb7	user_options->keyspace	0
TOP.5fe7b54a.00011cb7	user_options->left	0
TOP.5fe7b54a.00011cb7	user_options->logfile_disable	0
TOP.5fe7b54a.00011cb7	user_options->loopback	0
TOP.5fe7b54a.00011cb7	user_options->machine_readable	0
TOP.5fe7b54a.00011cb7	user_options->markov_classic	0
TOP.5fe7b54a.00011cb7	user_options->markov_disable	0
TOP.5fe7b54a.00011cb7	user_options->markov_threshold	256
TOP.5fe7b54a.00011cb7	user_options->backend_info	0
TOP.5fe7b54a.00011cb7	user_options->backend_vector_width	0
TOP.5fe7b54a.00011cb7	user_options->optimized_kernel_enable	0
TOP.5fe7b54a.00011cb7	user_options->outfile_autohex	1
TOP.5fe7b54a.00011cb7	user_options->outfile_check_timer	5
TOP.5fe7b54a.00011cb7	user_options->outfile_format	3
TOP.5fe7b54a.00011cb7	user_options->wordlist_autohex_disable	0
TOP.5fe7b54a.00011cb7	user_options->potfile_disable	0
TOP.5fe7b54a.00011cb7	user_options->progress_only	0
TOP.5fe7b54a.00011cb7	user_options->quiet	0
TOP.5fe7b54a.00011cb7	user_options->remove	0
TOP.5fe7b54a.00011cb7	user_options->remove_timer	60
TOP.5fe7b54a.00011cb7	user_options->restore	0
TOP.5fe7b54a.00011cb7	user_options->restore_disable	0
TOP.5fe7b54a.00011cb7	user_options->restore_timer	60
TOP.5fe7b54a.00011cb7	user_options->rp_files_cnt	0
TOP.5fe7b54a.00011cb7	user_options->rp_gen	0
TOP.5fe7b54a.00011cb7	user_options->rp_gen_func_max	4
TOP.5fe7b54a.00011cb7	user_options->rp_gen_func_min	1
TOP.5fe7b54a.00011cb7	user_options->rp_gen_seed	0
TOP.5fe7b54a.00011cb7	user_options->runtime	0
TOP.5fe7b54a.00011cb7	user_options->scrypt_tmto	0
TOP.5fe7b54a.00011cb7	user_options->segment_size	33554432
TOP.5fe7b54a.00011cb7	user_options->self_test_disable	0
TOP.5fe7b54a.00011cb7	user_options->slow_candidates	0
TOP.5fe7b54a.00011cb7	user_options->show	0
TOP.5fe7b54a.00011cb7	user_options->speed_only	0
TOP.5fe7b54a.00011cb7	user_options->spin_damp	0
TOP.5fe7b54a.00011cb7	user_options->status	0
TOP.5fe7b54a.00011cb7	user_options->status_json	0
TOP.5fe7b54a.00011cb7	user_options->status_timer	10
TOP.5fe7b54a.00011cb7	user_options->stdout_flag	0
TOP.5fe7b54a.00011cb7	user_options->usage	0
TOP.5fe7b54a.00011cb7	user_options->username	0
TOP.5fe7b54a.00011cb7	user_options->veracrypt_pim_start	485
TOP.5fe7b54a.00011cb7	user_options->veracrypt_pim_stop	485
TOP.5fe7b54a.00011cb7	user_options->version	0
TOP.5fe7b54a.00011cb7	user_options->workload_profile	2
TOP.5fe7b54a.00011cb7	user_options->brain_client	0
TOP.5fe7b54a.00011cb7	user_options->brain_client_features	2
TOP.5fe7b54a.00011cb7	user_options->brain_server	0
TOP.5fe7b54a.00011cb7	user_options->brain_server_timer	300
TOP.5fe7b54a.00011cb7	user_options->brain_port	6863
TOP.5fe7b54a.00011cb7	user_options->brain_session	0
TOP.5fe7b54a.00011cb7	hashes->hashlist_mode	2
TOP.5fe7b54a.00011cb7	hashes->hashlist_format	0
TOP.5fe7b54a.00011cb7	hashes->hashes_cnt	0
